Invoice_ID,City,Customer_type,Gender,Product_line,Total,Rating
404-91-5964,Yangon,Normal,Male,Electronic accessories,548.163,9
886-77-9084,Naypyitaw,Normal,Male,Electronic accessories,603.876,5.5
790-38-4466,Naypyitaw,Normal,Female,Health and beauty,57.6975,9.3
704-10-4056,Naypyitaw,Member,Male,Health and beauty,190.4805,5.6
497-37-6538,Yangon,Normal,Male,Sports and travel,432.9885,9.7
651-96-5970,Yangon,Normal,Male,Fashion accessories,48.7305,4
400-80-4065,Naypyitaw,Member,Male,Health and beauty,287.91,9.2
744-16-7898,Mandalay,Normal,Female,Home and lifestyle,1022.385,4.9
263-12-5321,Yangon,Member,Male,Electronic accessories,680.61,9.3
702-72-0487,Yangon,Normal,Female,Electronic accessories,97.881,6.6
605-83-1050,Mandalay,Normal,Male,Fashion accessories,57.078,4.3
443-60-9639,Naypyitaw,Member,Female,Home and lifestyle,63.9135,5.5
864-24-7918,Yangon,Member,Female,Sports and travel,257.145,8.1
359-94-5395,Mandalay,Normal,Male,Health and beauty,97.419,9.8
401-09-4232,Naypyitaw,Member,Male,Home and lifestyle,455.1225,9.4
751-15-6198,Mandalay,Normal,Male,Sports and travel,144.963,7.9
324-41-6833,Naypyitaw,Member,Female,Electronic accessories,253.68,5.1
474-33-8305,Naypyitaw,Member,Male,Fashion accessories,495.3165,6.9
759-29-9521,Yangon,Member,Female,Fashion accessories,462.672,8
831-81-6575,Mandalay,Member,Female,Electronic accessories,714.3255,8
220-68-6701,Yangon,Normal,Female,Home and lifestyle,325.374,4.2
618-34-8551,Yangon,Normal,Female,Sports and travel,195.678,8.5
257-60-7754,Yangon,Normal,Female,Electronic accessories,210.966,9
559-61-5987,Mandalay,Normal,Female,Health and beauty,18.6375,8.6
189-55-2313,Naypyitaw,Normal,Female,Fashion accessories,652.89,6
565-91-4567,Mandalay,Normal,Male,Health and beauty,90.3,6.2
380-60-5336,Yangon,Normal,Female,Electronic accessories,422.73,5
815-04-6282,Naypyitaw,Member,Female,Sports and travel,341.0925,6.5
674-56-6360,Yangon,Normal,Male,Electronic accessories,99.9075,6
778-34-2523,Yangon,Member,Female,Electronic accessories,408.408,5
499-27-7781,Mandalay,Normal,Female,Food and beverages,446.964,5
477-59-2456,Naypyitaw,Normal,Female,Fashion accessories,333.984,9.2
832-51-6761,Yangon,Normal,Male,Food and beverages,284.592,9.6
869-11-3082,Mandalay,Member,Male,Health and beauty,403.872,8.4
190-59-3964,Mandalay,Member,Male,Food and beverages,247.59,6
366-43-6862,Mandalay,Normal,Male,Electronic accessories,222.138,6.7
186-43-8965,Yangon,Member,Female,Home and lifestyle,100.128,4.1
784-21-9238,Naypyitaw,Member,Male,Sports and travel,10.6785,5.9
276-75-6884,Yangon,Normal,Female,Health and beauty,216.4365,8.7
109-86-4363,Mandalay,Member,Female,Sports and travel,441.588,4.5
569-76-2760,Yangon,Member,Female,Sports and travel,92.442,6.6
222-42-0244,Mandalay,Member,Female,Health and beauty,681.4395,7.7
760-53-9233,Yangon,Member,Male,Fashion accessories,130.032,8.5
538-22-0304,Naypyitaw,Normal,Male,Electronic accessories,681.975,5.2
416-17-9926,Yangon,Member,Female,Electronic accessories,779.31,4.3
237-44-6163,Yangon,Normal,Male,Electronic accessories,88.704,7.6
636-17-0325,Mandalay,Normal,Male,Health and beauty,262.794,9.5
343-75-9322,Mandalay,Member,Female,Sports and travel,99.54,4.1
528-14-9470,Yangon,Member,Male,Health and beauty,95.865,9.2
427-45-9297,Mandalay,Member,Female,Home and lifestyle,299.3655,5.4
807-34-3742,Yangon,Normal,Male,Fashion accessories,54.999,5.8
288-62-1085,Yangon,Member,Male,Fashion accessories,202.335,5.6
670-71-7306,Mandalay,Normal,Male,Sports and travel,281.169,5.1
660-29-7083,Naypyitaw,Normal,Male,Electronic accessories,586.635,5.8
271-77-8740,Naypyitaw,Member,Female,Sports and travel,184.086,5
497-36-0989,Yangon,Normal,Male,Fashion accessories,163.611,7.9
291-59-1384,Mandalay,Normal,Male,Electronic accessories,63.315,6
860-73-6466,Yangon,Member,Female,Sports and travel,82.887,5
549-23-9016,Naypyitaw,Member,Female,Food and beverages,31.227,8.9
896-34-0956,Yangon,Normal,Male,Fashion accessories,22.386,5.9
804-38-3935,Yangon,Member,Male,Electronic accessories,295.407,5.9
585-90-0249,Yangon,Member,Male,Electronic accessories,76.923,9.7
862-29-5914,Naypyitaw,Normal,Female,Sports and travel,23.499,8.6
845-94-6841,Naypyitaw,Member,Female,Food and beverages,688.716,4
125-45-2293,Yangon,Normal,Female,Fashion accessories,624.33,4.2
843-73-4724,Yangon,Normal,Male,Fashion accessories,77.805,9.2
409-33-9708,Yangon,Normal,Female,Fashion accessories,206.808,9.2
658-66-3967,Naypyitaw,Normal,Male,Health and beauty,390.9465,5
866-70-2814,Mandalay,Normal,Female,Electronic accessories,554.295,10
160-22-2687,Yangon,Member,Female,Health and beauty,503.7375,8.8
895-03-6665,Mandalay,Normal,Female,Fashion accessories,345.0195,4.2
770-42-8960,Mandalay,Normal,Male,Food and beverages,177.408,6.3
748-45-2862,Yangon,Member,Female,Home and lifestyle,118.902,8.2
234-36-2483,Mandalay,Normal,Male,Health and beauty,362.817,5.1
316-66-3011,Yangon,Member,Female,Food and beverages,450.1035,5
848-95-6252,Naypyitaw,Member,Female,Home and lifestyle,90.5835,7
840-76-5966,Yangon,Member,Male,Sports and travel,26.796,7.8
152-03-4217,Mandalay,Normal,Female,Home and lifestyle,106.596,4.3
533-66-5566,Mandalay,Normal,Female,Home and lifestyle,375.3645,7
124-31-1458,Yangon,Member,Female,Electronic accessories,250.7085,6.6
176-78-1170,Naypyitaw,Member,Male,Health and beauty,106.5015,7.3
361-59-0574,Mandalay,Member,Male,Sports and travel,760.452,6.5
101-81-4070,Naypyitaw,Member,Female,Health and beauty,131.922,4.9
631-34-1880,Naypyitaw,Member,Male,Food and beverages,76.5765,4.3
852-82-2749,Yangon,Normal,Male,Sports and travel,271.278,9.3
873-14-6353,Yangon,Member,Male,Food and beverages,182.427,7.1
584-66-4073,Naypyitaw,Normal,Male,Fashion accessories,59.325,9.6
544-55-9589,Mandalay,Member,Female,Electronic accessories,225.015,6.2
166-19-2553,Yangon,Member,Male,Sports and travel,561.078,9.9
737-88-5876,Yangon,Member,Male,Home and lifestyle,97.818,5.9
154-87-7367,Naypyitaw,Normal,Male,Home and lifestyle,548.184,6.3
885-56-0389,Naypyitaw,Member,Male,Fashion accessories,54.9675,4
608-05-3804,Mandalay,Member,Male,Electronic accessories,41.7375,6.1
448-61-3783,Yangon,Normal,Female,Electronic accessories,756.168,4.5
761-49-0439,Mandalay,Member,Female,Electronic accessories,101.64,8.6
490-95-0021,Mandalay,Member,Female,Food and beverages,348.705,6
115-38-7388,Naypyitaw,Member,Female,Fashion accessories,85.512,9.5
311-13-6971,Mandalay,Member,Male,Sports and travel,335.895,9.9
291-55-6563,Yangon,Member,Female,Home and lifestyle,216.846,7.5
548-48-3156,Yangon,Member,Female,Food and beverages,175.014,7.6
460-93-5834,Yangon,Normal,Male,Sports and travel,335.013,5
325-89-4209,Yangon,Member,Male,Food and beverages,92.295,6.7
884-80-6021,Yangon,Member,Female,Electronic accessories,771.435,9.5
137-74-8729,Naypyitaw,Normal,Female,Fashion accessories,102.396,6.8
880-46-5796,Yangon,Member,Male,Sports and travel,807.66,5.6
389-70-2397,Naypyitaw,Normal,Female,Health and beauty,439.215,7.2
114-35-5271,Mandalay,Normal,Female,Electronic accessories,486.444,8.1
607-76-6216,Naypyitaw,Member,Female,Fashion accessories,485.5725,8.6
715-20-1673,Mandalay,Normal,Male,Electronic accessories,148.995,9.4
811-35-1094,Mandalay,Member,Male,Electronic accessories,317.835,8.9
699-88-1972,Mandalay,Normal,Male,Health and beauty,832.944,4.2
781-84-8059,Naypyitaw,Normal,Male,Fashion accessories,446.439,5
409-49-6995,Naypyitaw,Member,Female,Food and beverages,297.801,8.8
725-54-0677,Naypyitaw,Member,Male,Health and beauty,629.16,5.3
146-09-5432,Yangon,Member,Male,Food and beverages,331.128,4.6
377-79-7592,Naypyitaw,Member,Female,Electronic accessories,423.738,7.5
509-10-0516,Mandalay,Normal,Male,Home and lifestyle,193.074,5.1
595-94-9924,Yangon,Member,Female,Health and beauty,145.5825,4.2
865-41-9075,Yangon,Normal,Male,Food and beverages,84.7455,8.1
545-07-8534,Naypyitaw,Normal,Female,Health and beauty,122.472,6
118-62-1812,Naypyitaw,Member,Female,Home and lifestyle,329.196,7.9
450-42-3339,Naypyitaw,Normal,Male,Health and beauty,888.405,8.8
851-98-3555,Mandalay,Normal,Female,Health and beauty,435.12,6.6
186-71-5196,Yangon,Member,Female,Food and beverages,167.034,6.2
624-01-8356,Mandalay,Normal,Female,Home and lifestyle,514.605,4.2
313-66-9943,Mandalay,Member,Female,Food and beverages,91.8225,7.3
151-27-8496,Naypyitaw,Normal,Female,Electronic accessories,235.746,8.6
453-33-6436,Yangon,Normal,Female,Home and lifestyle,782.208,6.8
522-57-8364,Yangon,Member,Male,Fashion accessories,431.256,7.6
459-45-2396,Yangon,Member,Female,Food and beverages,313.74,5.8
717-96-4189,Naypyitaw,Normal,Female,Electronic accessories,223.587,4.1
722-13-2115,Naypyitaw,Member,Male,Sports and travel,44.9925,9.3
749-81-8133,Yangon,Normal,Female,Fashion accessories,397.614,6.8
777-67-2495,Mandalay,Normal,Male,Home and lifestyle,217.2555,8.7
636-98-3364,Mandalay,Member,Female,Electronic accessories,82.719,6.3
246-55-6923,Naypyitaw,Member,Female,Home and lifestyle,338.2155,5.1
181-82-6255,Mandalay,Normal,Female,Home and lifestyle,103.131,7
838-02-1821,Naypyitaw,Member,Female,Home and lifestyle,26.733,5.2
887-42-0517,Naypyitaw,Normal,Female,Sports and travel,611.079,6.6
457-12-0244,Naypyitaw,Member,Female,Sports and travel,221.886,6.5
226-34-0034,Mandalay,Normal,Female,Electronic accessories,57.876,9
321-49-7382,Mandalay,Member,Male,Sports and travel,92.7255,5.2
397-25-8725,Yangon,Member,Female,Health and beauty,374.409,6.8
431-66-2305,Mandalay,Normal,Female,Electronic accessories,833.9625,7.6
825-94-5922,Mandalay,Normal,Male,Sports and travel,53.151,7.2
641-62-7288,Mandalay,Normal,Male,Home and lifestyle,629.496,7.1
756-93-1854,Naypyitaw,Member,Female,Fashion accessories,175.035,9.5
243-55-8457,Yangon,Normal,Female,Food and beverages,781.62,5.1
458-10-8612,Naypyitaw,Normal,Male,Health and beauty,470.988,7.6
501-61-1753,Mandalay,Normal,Female,Home and lifestyle,397.845,9.8
235-06-8510,Naypyitaw,Member,Male,Home and lifestyle,270.018,5.1
433-08-7822,Naypyitaw,Normal,Female,Health and beauty,579.8415,7.5
361-85-2571,Yangon,Normal,Female,Sports and travel,469.77,7.4
131-70-8179,Yangon,Member,Female,Health and beauty,290.0835,4.2
500-02-2261,Naypyitaw,Normal,Female,Food and beverages,360.927,5.9
720-72-2436,Yangon,Normal,Male,Food and beverages,279.384,6.9
702-83-5291,Naypyitaw,Member,Male,Fashion accessories,943.299,6.6
809-69-9497,Yangon,Normal,Female,Home and lifestyle,479.64,5.7
449-16-6770,Yangon,Normal,Male,Health and beauty,266.6475,5.3
333-23-2632,Yangon,Member,Male,Health and beauty,74.088,4.2
489-82-1237,Yangon,Normal,Female,Electronic accessories,690.018,7.3
859-97-6048,Naypyitaw,Member,Male,Electronic accessories,176.925,5.3
676-10-2200,Mandalay,Member,Male,Fashion accessories,56.469,4.7
373-88-1424,Naypyitaw,Member,Male,Home and lifestyle,188.0025,7.9
365-16-4334,Mandalay,Normal,Female,Food and beverages,222.012,8.9
503-21-4385,Mandalay,Member,Male,Health and beauty,125.7165,9.3
305-89-2768,Mandalay,Member,Female,Home and lifestyle,68.985,4.7
574-80-1489,Mandalay,Member,Female,Food and beverages,263.97,8.7
784-08-0310,Naypyitaw,Member,Female,Food and beverages,88.368,7.6
200-40-6154,Mandalay,Member,Male,Home and lifestyle,415.233,5.7
846-10-0341,Yangon,Normal,Female,Fashion accessories,312.8895,6.8
577-34-7579,Naypyitaw,Member,Male,Food and beverages,477.1305,5.4
430-02-3888,Mandalay,Normal,Male,Electronic accessories,289.926,7.1
867-47-1948,Naypyitaw,Normal,Female,Home and lifestyle,165.9,7.8
384-59-6655,Yangon,Member,Female,Food and beverages,932.337,8.4
256-58-3609,Naypyitaw,Member,Male,Fashion accessories,96.579,9.8
324-92-3863,Yangon,Member,Male,Electronic accessories,43.869,9.8
593-08-5916,Yangon,Normal,Female,Fashion accessories,16.275,7.4
364-34-2972,Naypyitaw,Member,Male,Electronic accessories,304.983,6.7
794-42-3736,Mandalay,Normal,Male,Food and beverages,69.993,6.4
172-42-8274,Mandalay,Normal,Female,Electronic accessories,80.367,5.8
558-60-5016,Yangon,Normal,Female,Home and lifestyle,314.685,7.2
195-06-0432,Yangon,Member,Male,Home and lifestyle,255.1815,9.3
605-03-2706,Yangon,Normal,Female,Health and beauty,49.77,9.5
214-30-2776,Mandalay,Member,Female,Electronic accessories,181.0725,9
746-04-1077,Mandalay,Member,Female,Food and beverages,888.615,9
448-34-8700,Mandalay,Member,Male,Home and lifestyle,271.2885,6.7
452-04-8808,Mandalay,Normal,Male,Electronic accessories,640.038,5.5
531-56-4728,Yangon,Normal,Male,Home and lifestyle,252.252,5.4
744-82-9138,Naypyitaw,Normal,Male,Fashion accessories,180.873,8.2
883-69-1285,Mandalay,Member,Male,Fashion accessories,104.832,7
221-25-5073,Yangon,Normal,Female,Food and beverages,313.572,8.5
518-71-6847,Mandalay,Member,Male,Food and beverages,167.58,4.9
156-20-0370,Mandalay,Normal,Female,Electronic accessories,26.7225,5.1
151-33-7434,Mandalay,Normal,Female,Food and beverages,71.1585,6.5
728-47-9078,Naypyitaw,Member,Male,Food and beverages,250.278,9.8
809-46-1866,Yangon,Normal,Male,Health and beauty,244.23,8.4
139-32-4183,Yangon,Member,Female,Sports and travel,921.186,7.4
148-41-7930,Naypyitaw,Normal,Male,Health and beauty,734.706,6.1
189-40-5216,Naypyitaw,Normal,Male,Electronic accessories,708.3195,6
374-38-5555,Mandalay,Normal,Female,Fashion accessories,334.4775,8.5
764-44-8999,Mandalay,Normal,Female,Health and beauty,30.996,4.3
552-44-5977,Mandalay,Member,Male,Health and beauty,520.8,6.2
267-62-7380,Naypyitaw,Member,Male,Electronic accessories,864.57,4.3
430-53-4718,Mandalay,Member,Male,Health and beauty,633.108,8.4
886-18-2897,Yangon,Normal,Female,Food and beverages,296.94,4.5
602-16-6955,Mandalay,Normal,Female,Sports and travel,804.3,6
745-74-0715,Yangon,Normal,Male,Electronic accessories,121.863,8.8
690-01-6631,Mandalay,Normal,Male,Fashion accessories,183.645,6.6
652-49-6720,Naypyitaw,Member,Female,Electronic accessories,63.9975,5.9
233-67-5758,Naypyitaw,Normal,Male,Health and beauty,42.3675,6.2
303-96-2227,Mandalay,Normal,Female,Home and lifestyle,1022.49,4.4
727-02-1313,Yangon,Member,Male,Food and beverages,33.432,7.7
347-56-2442,Yangon,Normal,Male,Home and lifestyle,69.111,4.1
849-09-3807,Yangon,Member,Female,Fashion accessories,649.299,6.6
